"mcs150_date","add_date","status_code","dot_number","dun_bradstreet_no","phy_omc_region","safety_inv_terr","carrier_operation","business_org_id","mcs150_mileage","mcs150_mileage_year","mcs151_mileage","total_cars","mcs150_update_code_id","prior_revoke_flag","prior_revoke_dot_number","phone","fax","cell_phone","company_officer_1","company_officer_2","business_org_desc","truck_units","power_units","bus_units","fleetsize","review_id","recordable_crash_rate","mail_nationality_indicator","phy_nationality_indicator","phy_barrio","mail_barrio","carship","docket1prefix","docket1","docket2prefix","docket2","docket3prefix","docket3","pointnum","total_intrastate_drivers","mcsipstep","mcsipdate","hm_ind","interstate_beyond_100_miles","interstate_within_100_miles","intrastate_beyond_100_miles","intrastate_within_100_miles","total_cdl","total_drivers","avg_drivers_leased_per_month","classdef","legal_name","dba_name","phy_street","phy_city","phy_country","phy_state","phy_zip","phy_cnty","carrier_mailing_street","carrier_mailing_state","carrier_mailing_city","carrier_mailing_country","carrier_mailing_zip","carrier_mailing_cnty","carrier_mailing_und_date","driver_inter_total","email_address","review_type","review_date","safety_rating","safety_rating_date","undeliv_phy","crgo_genfreight","crgo_household","crgo_metalsheet","crgo_motoveh","crgo_drivetow","crgo_logpole","crgo_bldgmat","crgo_mobilehome","crgo_machlrg","crgo_produce","crgo_liqgas","crgo_intermodal","crgo_passengers","crgo_oilfield","crgo_livestock","crgo_grainfeed","crgo_coalcoke","crgo_meat","crgo_garbage","crgo_usmail","crgo_chem","crgo_drybulk","crgo_coldfood","crgo_beverages","crgo_paperprod","crgo_utility","crgo_farmsupp","crgo_construct","crgo_waterwell","crgo_cargoothr","crgo_cargoothr_desc","owntruck","owntract","owntrail","owncoach","ownschool_1_8","ownschool_9_15","ownschool_16","ownbus_16","ownvan_1_8","ownvan_9_15","ownlimo_1_8","ownlimo_9_15","ownlimo_16","trmtruck","trmtract","trmtrail","trmcoach","trmschool_1_8","trmschool_9_15","trmschool_16","trmbus_16","trmvan_1_8","trmvan_9_15","trmlimo_1_8","trmlimo_9_15","trmlimo_16","trptruck","trptract","trptrail","trpcoach","trpschool_1_8","trpschool_9_15","trpschool_16","trpbus_16","trpvan_1_8","trpvan_9_15","trplimo_1_8","trplimo_9_15","trplimo_16","docket1_status_code","docket2_status_code","docket3_status_code"
"20191029 0000","19870729","I","297818","75725390","01","M","A","3","156730","2016",,,"1","N",,"4016839160","4016836730","4016620556","WILLIAM J. CORCORAN",,"CORPORATION","18","18","0","H",,,,,,,"C;S",,,,,,,,"0","0","20191030","Y",,"31",,,"0","31","0","PRIVATE PROPERTY","NEWPORT TENT CO INC",,"27 HIGHPOINT AVE","PORTSMOUTH","US","RI","02871","005","27 HIGHPOINT AVE","RI","PORTSMOUTH","US","02871-1332","005",,,"elsie@newporttent.com","C","20060829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TENTS& REL","18",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297819","158358655","06","L","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","3","3","0","B",,,,,,,"C",,,,,,,,"0","99","20160505","N","3","0","0","0","0","3","0","PRIVATE PROPERTY","LEE DEWAYNE",,"RR 6","PRESCOTT","US","AR","71857-9805","099","RR 6","AR","PRESCOTT","US","71857-9805","099","20031030",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20021001 0000","19870729","I","297820",,"06","L","A","1","0",,"80000",,"3",,,"5018637478",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","EXEMPT FOR HIRE","JIM E MITCHELL TRUCKING",,"1106 BOCK ST","EL DORADO","US","AR","71730","139","RR 1 BOX 65A9","AR","BEARDEN","US","71720-9404","103",,,,"S","19910201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WOOD CHIPS",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020107 0000","19870729","I","297821","48601181","01","V","A","3","0",,"28075",,"1",,,"6092981021",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","4","0","0","0","0","4","0","PRIVATE PROPERTY","REUBEN GREENBERG INC",,"ROUTE 206","COLUMBUS","US","NJ","08022","005","P O BOX 248","NJ","COLUMBUS","US","08022","005",,,,"C","19891107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297822",,"01","V","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","LANE DESPATCH",,"PO BOX 1045","DELRAN","US","NJ","08075","005","PO BOX 1045","NJ","DELRAN","US","08075","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297823",,"01","W","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","GRAPHIC SYSTEMS INC",,"8021 CRESCENT BLVD   UNIT 1","PENNSAUKEN","US","NJ","08110","001","8021 CRESCENT BLVD   UNIT 1","NJ","PENNSAUKEN","US","08110","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297824",,"01","W","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C","MC","455254",,,,,,"0","99","20141204","N",,,,,,,,"PRIVATE PROPERTY","ZENT INC",,"1190 ROUTE 22","MOUNTAINSIDE","US","NJ","08122","039","1190 ROUTE 22","NJ","MOUNTAINSIDE","US","08122","039","20060515",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I",,
,"19870729","I","297825","876723669","01","1T","A","3","0",,"0",,"3",,,"2015893770",,,,,"CORPORATION","10","10","0","E",,,,,,,"C",,,,,,,"S","0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","ALL JERSEY EXPESS CO INC",,"414 AVENUE P","NEWARK","US","NJ","07105-4802","013","414 AVENUE P","NJ","NEWARK","US","07105-4802","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297826","884788423","01","S","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","F J A TRUCK LEASING",,"18 N  STREET","ELMWOOD PARK","US","NJ","07407","003","18 N  STREET","NJ","ELMWOOD PARK","US","07407","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297827",,"01","U","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","FLORMONT INC",,"30 HARRISON ST","SUSSEX","US","NJ","07209","000","30 HARRISON ST","NJ","SUSSEX","US","07209","000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297828",,"01","T","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","KEMRAM TRUCKING CO INC",,"350 WARREN ST","JERSEY CITY","US","NJ","07302","017","350 WARREN ST","NJ","JERSEY CITY","US","07302","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020921 0000","19870729","I","297829","98157605","01","1W","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","PAUL FITZE TRUCKING",,"68 HOLLY HILL TER","VINELAND","US","NJ","08360-5311","011","68 HOLLY HILL TER","NJ","VINELAND","US","08360-5311","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297830","1261957","01","S","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160603","N",,,,,,,,"PRIVATE PROPERTY","PARKLINE CORP",,"65 RAILROAD AVE","RIDGEFIELD","US","NJ","07657-2130","003","65 RAILROAD AVE","NJ","RIDGEFIELD","US","07657-2130","003","20031120",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297832",,"01","AA","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","BETT-A-WAY INC",,"2426 85TH ST","BROOKLYN","US","NY","11214","047","2426 85TH ST","NY","BROOKLYN","US","11214","047","20030312",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297833",,"01","P","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","EX-ALLOY CORP",,"114 SYLVESTER ST","WESTBURY","US","NY","11568","059","114 SYLVESTER ST","NY","WESTBURY","US","11568","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297835",,"07","K","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C","MC","200030",,,,,,"0",,,"N",,,,,,,,"OTHER-UNKNOWN","ROBERT G & CINDY WADE","WADE BROTHERS TRUCKING","RT 3  PO BOX 368C","NEOSHO","US","MO","64850","145","RT 3  PO BOX 368C","MO","NEOSHO","US","64850","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870730","I","297836",,"04","E","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"S","0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","A & F EQUIPMENT SERVICE CO",,"308 NORTH RAILROAD ST","WILSON","US","NC","27893","195","308 NORTH RAILROAD ST","NC","WILSON","US","27893","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297837","185993169","04","I","A","3","0",,"102000",,"3",,,"4049965733",,,,,"CORPORATION","5","5","0","C",,,,,,,"C","MC","201035",,,,,,"0",,,"N","2","4","0","0","0","6","0","OTHER-UNKNOWN","INTERSTATE DELIVERY SERVICE",,"2000 SULLIVAN RD STE F","ATLANTA","US","GA","30337-5722","121","P O BOX 490688","GA","ATLANTA","US","30349-0688","121",,,,"S","19881123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870730","I","297838",,"01","C","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C","MC","201036",,,,,,"0",,,"N",,,,,,,,"OTHER-UNKNOWN;AUTHORIZED FOR HIRE","ROBERT E VAUGHN",,"32 TOWER AVE","SOUTH WEYMPUTH","US","MA","02190","021","261 JEWELL ST","NH","SOUTH HAMPTON","US","03827","015","20051005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20010828 0000","19870730","I","297839","107072944","04","C","A","3","0",,"0",,"1",,,"9314276151",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","PRIVATE PROPERTY","C M H MFG INC",,"CLAYTON ROAD","ARDMORE","US","TN","38449","103","PO BOX 246","TN","ARDMORE","US","38449","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297840","611569823","04","C","A","1","0",,"100000",,"3",,,"6153575851",,,,,"INDIVIDUAL","5","5","0","C",,,,,,,"C",,,,,,,,"0",,,"N","3","0","0","0","0","3","0","PRIVATE PROPERTY","BERT E SMITH FARMS",,"SMITH PLACE RD","CHURCH HILL","US","TN","37642","073","SMITH PLACE RD","TN","CHURCH HILL","US","37642","073","20041108",,,"S","19890112",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2",,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020325 0000","19870730","I","297841",,"04","G","A","1","0",,"50000",,"2",,,"6153363030",,,,,"INDIVIDUAL","1","1","0","A",,,"U","U",,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","MT VIEW MOTORS",,"WASHINGTON&HOWARD ST","CLEVELAND","US","TN","37311","011","R 2 BOX 446 WEST BROOK DR","TN","CLEVELAND","US","37312-9802","011","20040206",,,"S","19890710",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020410 0000","19870730","I","297842","793015413","04","C","A","1","0",,"29540",,"1",,,"6158794334",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20141027","N","1","0","0","0","1","1","0","PRIVATE PROPERTY","WAYNE'S QUALITY MANUFACTURING",,"TINCHTOWN ROAD","JAMESTOWN","US","TN","38556","049","P O  BOX 905","TN","JAMESTOWN","US","38556","049","20040513",,,"C","19930409",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CLOTHES",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297843","88670435","01","H","A","3","0",,"149000",,"3",,,"6357368311",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","3","0","0","0","0","3","0","PRIVATE PROPERTY","BUNDY CONCRETE PRODUCTS INC",,"50 SAQUOIT ST","NEW YORK MILLS","US","NY","13417","065","50 SAQUOIT ST","NY","NEW YORK MILLS","US","13417","065","20040331",,,"S","19890126",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HWY SAFETY MATERIALS",,"1","10",,,,,,,,,,,,"1","1",,,,,,,,,,,,,"3",,,,,,,,,,,,,
"20241031 0919","19870730","A","297844","98064314","04","G","A","3","179746","2023",,,"1","N",,"4233497971","4233495741",,"JERRY MORRELL","NATHAN MORRELL","CORPORATION","7","7","0","D",,,,,,,"C",,,,,,,,"0",,,"N","7","0","0","0","7","7","0","PRIVATE PROPERTY","M&M WOODWORKING INC",,"5131 SULLIVAN GARDENS PKWY","KINGSPORT","US","TN","37660","163","5131 SULLIVAN GARDENS PKWY","TN","KINGSPORT","US","37660","163",,"7","nedm@chartertn.net",,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,"X","PALLETS","1","6","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297845",,"04","G","A","1","0",,"140000",,"3",,,"6159861410",,,,,"INDIVIDUAL","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","2","0","0","0","0","2","0","OTHER-APPLYING FOR MC","R M TRUCKING & STORAGE",,"P O  BOX 385","LENOIR CITY","US","TN","37771","105","P O  BOX 385","TN","LENOIR CITY","US","37771","105",,,,"S","19880915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297846",,"04","G","A","1","0",,"0",,"3",,,"6155770011",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","EXEMPT FOR HIRE","DAVID N MILLS",,"7524 HUFFAKER FERRY RD","KNOXVILLE","US","TN","37920","093","7524 HUFFAKER FERRY RD","TN","KNOXVILLE","US","37920","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040903 0000","19870730","I","297847","187827522","01","H","A","3","0",,"600000",,"3",,,"3155357260",,,,,"CORPORATION","9","9","0","E",,,,,,,"C","MC","224790",,,,,,"0",,,"N","9","0","0","0","0","9","0","AUTHORIZED FOR HIRE;OTHER-UNSPECIFIED","T & W TRUCKING INC",,"2030 STATE ROUTE 14","MONTOUR FALLS","US","NY","14865-9726","097","P O BOX 376","NY","WATKINS GLEN","US","14891-0376","097",,,,"C","19900123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870730","I","297848",,"04","G","A","3","0",,"0",,"3",,,"6156888661",,,,,"CORPORATION","4","4","0","C",,,,,,,"C",,,,,,,,"0",,,"N","3","0","0","0","0","3","0","EXEMPT FOR HIRE","GENERAL TRANSPORTATION CO INC",,"4615 COSTER RD","KNOXVILLE","US","TN","37927","093","4615 COSTER RD","TN","KNOXVILLE","US","37927","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20251230 1627","19870730","A","297849","9802919","01","G","A","3","1","2025",,,"3","N",,"8452210430","8452210432",,"JOHN DENICHOLAS","DOROTHY MEGNA","CORPORATION","3","3","0","B",,,,,,,"C",,,,,,,,"0",,,"N","0","3","0","0","1","3","0","PRIVATE PROPERTY","NICHOLAS BROTHERS INC",,"11 RYAN DR","HOPEWELL JUNCTI","US","NY","12533","027","11 RYAN DR","NY","HOPEWELL JUNCTI","US","12533","027",,"3","nicholasbros@aol.com","S","19910617","C","19910808",,,,,,,"X",,,"X",,,"X",,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297850","121614457","04","L","A","3","0",,"0",,"3",,,"9017745867",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","HARRISON STEEL OF MEMPHIS INC",,"1165 HARBERT AVE","MEMPHIS","US","TN","38104-4513","157","P O BOX 13162","TN","MEMPHIS","US","38113-0162","157",,,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297851","7016124","04","L","A","3","0",,"14800",,"3",,,"9019489011",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","PRIVATE PROPERTY","WAR-BROOKS CORP",,"496 E BODLEY AVE","MEMPHIS","US","TN","38106-7544","157","P O BOX 9097","TN","MEMPHIS","US","38190-0097","157",,,,"S","19880828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20090206 0000","19870730","A","297852",,"04","L","C","3","10000","2008","0",,"1","N",,"7316453779",,,"CHARLES GOODRUM",,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","2","1","0","0","2","3","0","PRIVATE PROPERTY","CHARLES GOODRUM",,"1036 HINES GIN RD","SELMER","US","TN","38375","109","1036 HINES GIN RD","TN","SELMER","US","38375","109",,"3",,,,,,,,,,,,"X",,,"X",,,,,,,"X",,,,,,,,,,,"X",,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297853",,"01","I","A","3","0",,"0",,"3",,,"7052288070",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","ACTIVE PLUMBING & MECHANICAL INC",,"P O  BOX A","UDORA","CA","ON","L0C 1L0","000","P O  BOX A","ON","UDORA","CA","L0C 1L0","000","20050314",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,
"20010726 0000","19870730","I","297855","34883215","04","C","A","1","0",,"60000",,"2",,,"9016456521",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","1","1","0","PRIVATE PROPERTY","SELMER SALVAGE",,"HWY 64 EAST","SELMER","US","TN","38375","109","P O  BOX 363","TN","SELMER","US","38375","109","20030812",,,"C","19930129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297856",,"04","L","A","1","0",,"0",,"3",,,"9013322330",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","STEPHEN MILES",,"985 E  RAINES","MEMPHIS","US","TN","38116","157","985 E  RAINES","TN","MEMPHIS","US","38116","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297857",,"01","P","A","3","0",,"1962000",,"3",,,"5166944426",,,,,"CORPORATION","25","25","0","J",,,,,,,"C",,,,,,,,"0",,,"N","29","0","0","0","0","29","0","EXEMPT FOR HIRE;OTHER-UNSPECIFIED","OMNI TRUCKING CORP",,"299 EDISON AVE","WEST BABYLON","US","NY","11704","103","299 EDISON AVE","NY","WEST BABYLON","US","11704","103",,,,"S","19880510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED",,,,,,,,,,,,,,,"25","30",,,,,,,,,,,,,,,,,,,,,,,,,,
"20010730 0000","19870730","I","297858","80314529","01","I","A","3","0",,"0",,"2",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C","MC","201038",,,,,,"0",,,"N",,,,,,,,"OTHER-UNKNOWN","ROBO PETROLEUM SALES AND SERVICE INC",,"1295 EAST 2ND STREET","JAMESTOWN","US","NY","14701","013","P O  BOX 940","NY","JAMESTOWN","US","14702-0940","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870730","I","297859",,"01","F","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","CONCORD TRAILER SALES",,"ROUTE 5  BOX 86A","MOHAWK","US","NY","13407","043","ROUTE 5  BOX 86A","NY","MOHAWK","US","13407","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297860",,"06","L","A","1","0",,"0",,"3",,,"5017511547",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","PAT`S ORIENTAL MARKET",,"503 1 2 HOLCOMB","SPRINGDALE","US","AR","72764","143","503 1 2 HOLCOMB","AR","SPRINGDALE","US","72764","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20060712 0000","19870730","I","297861","112600135","06","L","A","3","0",,"0",,"3","N",,"5012959506",,,,,"CORPORATION","9","9","0","E",,,"U","U",,,"C",,,,,,,,"0",,,"N","4","0","0","0","0","4","0","PRIVATE PROPERTY","DIAMOND WOODS FARMS INC",,"P O  BOX 248","BRICKEYS","US","AR","72320","077","P O BOX 248","AR","BRICKEYS","US","72320-0248","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","7","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870730","I","297862",,"01","H","A","3","0",,"0",,"3",,,"3157886400",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","SPARACINO CO INC",,"337 ENPINE ST","WATERTOWN","US","NY","13601","045","337 ENPINE ST","NY","WATERTOWN","US","13601","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040309 0000","19870730","I","297863",,"06","L","A","1","0",,"0",,"3","N",,"5014862848",,,"BILL HARRELL",,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","HARRELL BILL",,"BOX 164","MONETTE","US","AR","72447","031","BOX 164","AR","MONETTE","US","72447","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20080409 0000","19870730","I","297864",,"01","H","A",,"100000","2005","0",,"1","N",,"3155941732","3155942769",,"WILLIAM H LAPP",,,"1","1","0","A",,,,,,,"C","MC","239504",,,,,,"0",,,"N","1","0","0","0","1","1","0","AUTHORIZED FOR HIRE;EXEMPT FOR HIRE","WILLIAM H LAPP","BILL LAPP TRUCKING","9671 YORK SETTLEMENT RD","NORTH ROSE","US","NY","14516","117","P O  BOX 64","NY","NORTH ROSE","US","14516","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20020701 0000","19870730","I","297865","796099851","01","AA","A","3","0",,"65000",,"1",,,"7184973700",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20150604","N","0","2","0","0","0","2","0","PRIVATE PROPERTY","DESIGN SUPPLY CO INC",,"312 MAUJER ST","BROOKLYN","US","NY","11206-1712","047","134 MORGAN AVENUE","NY","BROOKLYN","US","11237-1220","047","20040624",,,"S","19881103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
